id,sentence,subject_label,label_id
376,"Some key enabler deep learning algorithms such as generative adversarial networks, convolutional neural networks, and model transfers have completely changed our perception of information processing.",background,0
377,"However, there exists an aperture of understanding behind this tremendously fast-paced domain, because it was never previously represented from a multiscope perspective.",background,0
378,The lack of core understanding renders these powerful methods as black-box machines that inhibit development at a fundamental level.,background,0
379,"Moreover, deep learning has repeatedly been perceived as a silver bullet to all stumbling blocks in machine learning, which is far from the truth.",background,0
380,"This article presents a comprehensive review of historical and recent state-of-the-art approaches in visual, audio, and text processing; social network analysis; and natural language processing, followed by the in-depth analysis on pivoting and groundbreaking advances in deep learning applications.",objective,1
381,"It was also undertaken to review the issues faced in deep learning such as unsupervised learning, black-box models, and online learning and to illustrate how these challenges can be transformed into prolific future research avenues.",objective,1
382,"We present a novel clustering algorithm for tagging a face dataset (e. g., a personal photo album).",background,0
383,"The core of the algorithm is a new dissimilarity, called Rank-Order distance, which measures the dissimilarity between two faces using their neighboring information in the dataset.",result,3
384,The Rank-Order distance is motivated by an observation that faces of the same person usually share their top neighbors.,method,2
385,"Specifically, for each face, we generate a ranking order list by sorting all other faces in the dataset by absolute distance (e. g., L1 or L2 distance between extracted face recognition features).",method,2
386,"Then, the Rank-Order distance of two faces is calculated using their ranking orders.",method,2
387,"Using the new distance, a Rank-Order distance based clustering algorithm is designed to iteratively group all faces into a small number of clusters for effective tagging.",method,2
388,The proposed algorithm outperforms competitive clustering algorithms in term of both precision/recall and efficiency.,result,3
389,A large number of absolute pose algorithms have been presented in the literature.,background,0
390,"Common performance criteria are computational complexity, geometric optimality, global optimality, structural degeneracies, and the number of solutions.",background,0
391,"The ability to handle minimal sets of correspondences, resulting solution multiplicity, and generalized cameras are further desirable properties.",background,0
392,This paper presents the first PnP solution that unifies all the above desirable properties within a single algorithm.,method,2
393,"We compare our result to state-of-the-art minimal, non-minimal, central, and non-central PnP algorithms, and demonstrate universal applicability, competitive noise resilience, and superior computational efficiency.",method,2
394,Our algorithm is called Unified PnP (UPnP).,result,3
395,We introduce a novel approach to automatically recover 3D human pose from a single image.,background,0
396,"Most previous work follows a pipelined approach: initially, a set of 2D features such as edges, joints or silhouettes are detected in the image, and then these observations are used to infer the 3D pose.",background,0
397,Solving these two problems separately may lead to erroneous 3D poses when the feature detector has performed poorly.,method,2
398,"In this paper, we address this issue by jointly solving both the 2D detection and the 3D inference problems.",method,2
399,"For this purpose, we propose a Bayesian framework that integrates a generative model based on latent variables and discriminative 2D part detectors based on HOGs, and perform inference using evolutionary algorithms.",method,2
400,"Real experimentation demonstrates competitive results, and the ability of our methodology to provide accurate 2D and 3D pose estimations even when the 2D detectors are inaccurate.",result,3
401,"Mining information and knowledge from large databases has been recognized by many researchers as a key research topic in database systems and machine learning, and by many industrial companies as an important area with an opportunity of major revenues.",background,0
402,Researchers in many di erent elds have shown great interest in data mining.,background,0
403,"Several emerging applications in information providing services, such as data warehousing and on-line services over the Internet, also call for various data mining techniques to better understand user behavior, to improve the service provided, and to increase the business opportunities.",background,0
404,"In response to such a demand, this article is to provide a survey, from a database researcher's point of view, on the data mining techniques developed recently.",objective,1
405,A classi cation of the available data mining techniques is provided and a comparative study of such techniques is presented.,method,2
406,"Index Terms | Data mining, knowledge discovery, association rules, classi cation, data clustering, pattern matching algorithms, data generalization and characterization, data cubes, multiple-dimensional databases.",result,3
407,"J. Han was supported in part by the research grant NSERC-A3723 from the Natural Sciences and Engineering Research Council of Canada, the research grant NCE:IRIS/Precarn-HMI5 from the Networks of Centres of Excellence of Canada, and research grants from MPR Teltech Ltd. and Hughes Research Laboratories.",other,4
408,A range of algebras between lattices and Boolean algebras generalise the notion of a complement.,background,0
409,We develop a hierarchy of these pseudo-complemented algebras that includes Stone algebras.,method,2
410,Independently of this theory we study filters based on partial orders.,method,2
411,Both theories are combined to prove Chen and Grätzer’s construction theorem for Stone algebras.,method,2
412,The latter involves extensive reasoning about algebraic structures in addition to reasoning in algebraic structures.,result,3
413,"A document image is composed of a variety of physical entities or regions such as text blocks, lines, words, figures, tables, and background.",background,0
414,"We could also assign functional or logical labels such as sentences, titles, captions, author names, and addresses to some of these regions.",background,0
415,The process of document structure and layout analysis tries to decompose a given document image into its component regions and understand their functional roles and relationships.,method,2
416,"The processing is carried out in multiple steps, such as preprocessing, page decomposition, structure understanding, etc.",method,2
417,We will look into each of these steps in detail in the following sections.,objective,1
418,Document images are often generated from physical documents by digitization using scanners or digital cameras.,method,2
419,"Many documents, such as newspapers, magazines and brochures, contain very complex layout due to the placement of figures, titles, and captions, complex backgrounds, artistic text formatting, etc.",result,3
420,(see Figure 1).,other,4
421,"A human reader uses a variety of additional cues such as context, conventions and information about language/script, along with a complex reasoning process to decipher the contents of a document.",result,3
422,Automatic analysis of an arbitrary document with complex layout is an extremely difficult task and is beyond the capabilities of the state-of-the-art document structure and layout analysis systems.,result,3
423,"Modern NAND flash memory chips provide high density by storing two bits of data in each flash cell, called a multi-level cell (MLC).",background,0
424,An MLC partitions the threshold voltage range of a flash cell into four voltage states.,background,0
425,"When a flash cell is programmed, a high voltage is applied to the cell.",background,0
426,"Due to parasitic capacitance coupling between flash cells that are physically close to each other, flash cell programming can lead to cell-to-cell program interference, which introduces errors into neighboring flash cells.",background,0
427,"In order to reduce the impact of cell-to-cell interference on the reliability of MLC NAND flash memory, flash manufacturers adopt a two-step programming method, which programs the MLC in two separate steps.",method,2
428,"First, the flash memory partially programs the least significant bit of the MLC to some intermediate threshold voltage.",method,2
429,"Second, it programs the most significant bit to bring the MLC up to its full voltage state.",result,3
430,"In this paper, we demonstrate that two-step programming exposes new reliability and security vulnerabilities.",result,3
431,"We experimentally characterize the effects of two-step programming using contemporary 1X-nm (i.e., 15–19nm) flash memory chips.",method,2
432,"We find that a partially-programmed flash cell (i.e., a cell where the second programming step has not yet been performed) is much more vulnerable to cell-to-cell interference and read disturb than a fully-programmed cell.",result,3
433,"In many practical learning scenarios, there is a small amount of labeled data along with a large pool of unlabeled data.",background,0
434,Many supervised learning algorithms have been developed and extensively studied.,background,0
435,"We present a new \co-training"" strategy for using un-labeled data to improve the performance of standard supervised learning algorithms.",method,2
436,"Unlike much of the prior work, such as the co-training procedure of Blum and Mitchell (1998), we do not assume there are two redundant views both of which are suucient for classiication.",method,2
437,The only requirement our co-training strategy places on each supervised learning algorithm is that its hypothesis partitions the example space into a set of equivalence classes (e.g. for a decision tree each leaf deenes an equivalence class).,method,2
438,We evaluate our co-training strategy via experiments using data from the UCI repository.,result,3
439,Unsupervised learning with generative adversarial networks (GANs) has proven hugely successful.,background,0
440,Regular GANs hypothesize the discriminator as a classifier with the sigmoid cross entropy loss function.,background,0
441,"However, we found that this loss function may lead to the vanishing gradients problem during the learning process.",background,0
442,"To overcome such a problem, we propose in this paper the Least Squares Generative Adversarial Networks (LSGANs) which adopt the least squares loss function for the discriminator.",method,2
443,We show that minimizing the objective function of LSGAN yields minimizing the Pearson X2 divergence.,method,2
444,There are two benefits of LSGANs over regular GANs.,background,0
445,"First, LSGANs are able to generate higher quality images than regular GANs.",background,0
446,"Second, LSGANs perform more stable during the learning process.",background,0
447,We evaluate LSGANs on LSUN and CIFAR-10 datasets and the experimental results show that the images generated by LSGANs are of better quality than the ones generated by regular GANs.,result,3
448,We also conduct two comparison experiments between LSGANs and regular GANs to illustrate the stability of LSGANs.,result,3
449,Our daily lives have been immersed in widespread location-based social networks (LBSNs).,background,0
450,"As an open platform, LBSNs typically allow all kinds of users to register accounts.",background,0
451,"Malicious attackers can easily join and post misleading information, often with the intention of influencing users' decisions in urban computing environments.",background,0
452,"To provide reliable information and improve the experience for legitimate users, we design and implement DeepScan, a malicious account detection system for LBSNs.",method,2
453,"Different from existing approaches, DeepScan leverages emerging deep learning technologies to learn users' dynamic behavior.",method,2
454,"In particular, we introduce the long short-term memory (LSTM) neural network to conduct time series analysis of user activities.",method,2
455,"DeepScan combines newly introduced time series features and a set of conventional features extracted from user activities, and exploits a supervised machine-learning-based model for detection.",method,2
456,"Using real traces collected from Dianping, a representative LBSN, we demonstrate that DeepScan can achieve excellent prediction performance with an F1-score of 0.964.",result,3
457,We also find that the time series features play a critical role in the detection system.,result,3
458,"Introduction: While increased time spent on social media (TSSM) has been associated with depression and anxiety, the independent role of using multiple social media (SM) platforms is unclear.",background,0
459,Methods: We surveyed a nationally-representative sample of 1787 U.S. young adults ages 19e32.,method,2
460,Depression and anxiety symptoms were measured using the Patient-Reported Outcomes Measurement Information System (PROMIS).,method,2
461,We assessed use of multiple SM platforms with an adapted Pew Internet Research scale.,result,3
462,"We used ordered logistic regression models to assess associations between use of multiple SM platforms and mental health outcomes while controlling for eight covariates, including overall TSSM.",method,2
463,"Results: Compared to those who used 0e2 social media platforms, participants who used 7e11 social media platforms had substantially higher odds of having increased levels of both depression (Adjusted Odds Ratio [AOR] 1⁄4 3.0, 95% CI 1⁄4 1.9e4.8) and anxiety symptoms (AOR 1⁄4 3.2, 95% CI 1⁄4 2.0e5.1).",result,3
464,Associations were linear (p < 0.001 for all) and robust to all sensitivity analyses.,result,3
465,"Conclusions: Use of multiple SM platforms is independently associated with symptoms of depression and anxiety, even when controlling for overall TSSM.",result,3
466,These associations are strong enough that it may be valuable for clinicians to ask individuals with depression and anxiety about multiple platform use and to counsel regarding this potential contributing factor.,result,3
467,© 2016 Published by Elsevier Ltd.,other,4
468,Model interpretation is one of the key aspects of the model evaluation process.,background,0
469,"The explanation of the relationship between model variables and outputs is easy for statistical models, such as linear regressions, thanks to the availability of model parameters and their statistical significance.",background,0
470,"For “black box” models, such as random forest, this information is hidden inside the model structure.",background,0
471,This work presents an approach for computing feature contributions for random forest classification models.,background,0
472,It allows for the determination of the influence of each variable on the model prediction for an individual instance.,objective,1
473,Interpretation of feature contributions for two UCI benchmark datasets shows the potential of the proposed methodology.,method,2
474,The robustness of results is demonstrated through an extensive analysis of feature contributions calculated for a large number of generated random forest models.,result,3
475,The Internet of Things is one of the most promising technological developments in information technology.,background,0
476,"It promises huge financial and nonfinancial benefits across supply chains, in product life cycle and customer relationship applications as well as in smart environments.",background,0
477,"However, the adoption process of the Internet of Things has been slower than expected.",background,0
478,One of the main reasons for this is the missing profitability for each individual stakeholder.,background,0
479,Costs and benefits are not equally distributed.,background,0
480,Cost benefit sharing models have been proposed to overcome this problem and to enable new areas of application.,method,2
481,"However, these cost benefit sharing approaches are complex, time consuming, and have failed to achieve broad usage.",method,2
482,"In this chapter, an alternative concept, suggesting flexible pricing and trading of information, is proposed.",method,2
483,"On the basis of a beverage supply chain scenario, a prototype installation, based on an open source billing solution and the Electronic Product Code Information Service (EPCIS), is shown as a proof of concept and an introduction to different pricing options.",method,2
484,This approach allows a more flexible and scalable solution for cost benefit sharing and may enable new business models for the Internet of Things.,method,2
485,"The after-sales activities are nowadays acknowledged as a relevant source of revenue, profit and competitive advantage in most manufacturing industries.",background,0
486,"Top and middle management, therefore, should focus on the definition of a structured business performance measurement system for the after-sales business.",method,2
487,"In addition, since many actors are involved along the after-sale service supply chain, an integrated and multi-attribute set of measures needs to be designed consistently at every level of the supply chain.",objective,1
488,"Nonetheless, little attention was devoted by scientific and managerial literature to this topic.",background,0
489,"The paper aims at filling this gap, and proposes an integrated framework for the after-sales network performance measurement, and provides an empirical application to two automotive case companies and their official service network.",method,2
490,The cases show that performance measurement systems of different supply chain actors should be aligned in order to achieve strategic consistency.,result,3
491,"In particular, the performance of different actors at the process level of the framework concurs in determining the after-sales service overall performance towards the final customer.",result,3
492,"In addition, linkages at other levels (mainly the business and activity ones) may be needed or helpful in ensuring consistency between strategic and operational objectives, inside the organisations and thus for the whole supply chain.",result,3
493,# 2007 Elsevier B.V. All rights reserved.,other,4
494,This paper proposes to use autoencoders with nonlinear dimensionality reduction in the anomaly detection task.,objective,1
495,"The authors apply dimensionality reduction by using an autoencoder onto both artificial data and real data, and compare it with linear PCA and kernel PCA to clarify its property.",method,2
496,"The artificial data is generated from Lorenz system, and the real data is the spacecrafts' telemetry data.",method,2
497,This paper demonstrates that autoencoders are able to detect subtle anomalies which linear PCA fails.,method,2
498,"Also, autoencoders can increase their accuracy by extending them to denoising autoenconders.",method,2
499,"Moreover, autoencoders can be useful as nonlinear techniques without complex computation as kernel PCA requires.",method,2
500,"Finaly, the authors examine the learned features in the hidden layer of autoencoders, and present that autoencoders learn the normal state properly and activate differently with anomalous input.",result,3
501,Reinforcement learning is an unsupervised machine learning method in the area of Artificial Intelligence.,background,0
502,It presents well performance in simulation of the thinking ability of human.,background,0
503,"However, it needs a trial-and-error process to achieve the goal.",background,0
504,"In the research field of game AI, it is a good approach to allow the non-player-characters (NPCs) of digital games to become more humanity.",background,0
505,"In this paper, we try to build a Tank-battle computer game and use the methodology of reinforcement learning for the NPCs (tanks).",objective,1
506,The goal of this paper is to make this game become more interesting from the enhanced interactions with these intelligent NPCs.,objective,1
507,Ties often have a strength naturally associated with them that differentiate them from each other.,background,0
508,Tie strength has been operationalized as weights.,background,0
509,"A few network measures have been proposed for weighted networks, including three common measures of node centrality: degree, closeness, and betweenness.",objective,1
510,"However, these generalizations have solely focused on tie weights, and not on the number of ties, which was the central component of the original measures.",objective,1
511,This paper proposes generalizations that combine both these aspects.,objective,1
512,We illustrate the benefits of this approach by applying one of them to Freeman’s EIES dataset.,method,2
513,"Online taxicab platforms like DiDi and Uber have impacted hundreds of millions of users on their choices of traveling, but how do users feel about the ride-sharing services, and how to improve their experience?",background,0
514,"While current ride-sharing services have collected massive travel data, it remains challenging to develop data-driven techniques for modeling and predicting user ride experience.",background,0
515,"In this work, we aim to accurately predict passenger satisfaction over their rides and understand the key factors that lead to good/bad experiences.",objective,1
516,"Based on in-depth analysis of large-scale travel data from a popular taxicab platform in China, we develop PHINE (Pattern-aware Heterogeneous Information Network Embedding) for data-driven user experience modeling.",method,2
517,"Our PHINE framework is novel in that it is composed of spatial-temporal node binding and grouping for addressing the inherent data variation, and pattern preservation based joint training for modeling the interactions among drivers, passengers, locations, and time.",method,2
518,Extensive experiments on 12 real-world travel datasets demonstrate the effectiveness of PHINE over strong baseline methods.,result,3
519,"We have deployed PHINE in the DiDi Big Data Center, delivering high-quality predictions for passenger satisfaction on a daily basis.",result,3
520,"3D sensors such as LIDARs, stereo cameras, time-of-flight cameras, and the Microsoft Kinect are increasingly found in a wide range of applications, including gaming, personal robotics, and space exploration.",background,0
521,"In some cases, pattern recognition algorithms for processing depth images can be tested using actual sensors observing real-world objects.",background,0
522,"In many situations, however, it is common to test new algorithms using computer-generated synthetic images, as such simulations tend to be faster, more flexible, and less expensive than hardware tests.",background,0
523,"Computer generation of images is especially useful for Monte Carlo-type analyses or for situations where obtaining real sensor data for preliminary testing is difficult (e.g., space applications).",background,0
524,"We present GLIDAR, an OpenGL and GL Shading Language-based sensor simulator, capable of imaging nearly any static three-dimensional model.",method,2
525,"GLIDAR allows basic object manipulations, or may be connected to a physics simulator for more advanced behaviors.",method,2
526,It permits publishing to a TCP socket at high frame-rates or can save to PCD (point cloud data) files.,method,2
527,"The software is written in C++, and is released under the open source BSD license.",result,3
528,This paper attempts to examine the effects of virtual team dimensions on social identities of its members.,background,0
529,"A review of the literature shows that the geographically dispersed, culturally diverse as well as temporary dimensions of virtual teams do not match with their stability as members have different ethnic, social, or cultural backgrounds.",method,2
530,"Sources like culture, place, and time seem to continuously acquire social identities.",background,0
531,"Due to the importance of social identity, an attempt has been made to examine its influence on organizational variables (i.e. job satisfaction, job involvement, job commitment, and organizational citizenship behavior).",method,2
532,Questionnaire-based data have been accomplished from 149 members of 44 teams.,method,2
533,The hypothesized relationships among the proposed variables are tested via a structural equation model (SEM).,result,3
534,Results show that the geographically disperse and culturally diverse variables are negatively related to the social identity as against those of temporary and organizational variables which are related positively.,result,3
535,The leapfrog method is popular because of its good stability when solving partial differential equations with oscillatory solutions.,background,0
536,‘‘,other,4
537,"It has the disadvantage that the solution at odd time steps tends to drift farther and farther from the solution for even time steps, so it is common to stop the integration every twenty time steps or so and reinitialize with the first order forward Euler method . .",method,2
538,.,other,4
539,”.,other,4
540,We prove that restarting in this way results in a method that is not stable.,method,2
541,"We further show that if the step size is not too big, perturbations grow so slowly that the computations are stable enough for practical purposes.",method,2
542,"The leapfrog method is not dissipative, but we show that restarting results in a method with a useful amount of dissipation.",result,3
543,We also show that Gragg’s smoothing scheme improves the stability of the method.,result,3
544,2008 Elsevier Inc. All rights reserved.,other,4
545,"Automatic player detection, labeling and tracking in broadcast soccer video are significant while quite challenging tasks.",background,0
546,"In this paper, we present a solution to perform automatic multiple player detection, unsupervised labeling and efficient tracking.",objective,1
547,Players’ position and scale are determined by a boosting based detector.,background,0
548,Players’ appearance models are unsupervised learned from hundreds of samples automatically collected by detection.,method,2
549,"Thereafter, these models can be utilized for player labeling (Team A, Team B and Referee).",method,2
550,Player tracking is achieved by Markov Chain Monte Carlo (MCMC) data association.,method,2
551,Some data driven dynamics are proposed to improve the Markov chain’s efficiency.,method,2
552,"The testing results on FIFA World Cup 2006 video demonstrate that our method can reach high detection and labeling precision, and reliably tracking in cases of scenes such as multiple player occlusion, moderate camera motion and pose variation.",result,3
553,Principal component analysis (PCA) is a popular tool for linear dimensionality reduction and feature extraction.,background,0
554,"Kernel PCA is the nonlinear form of PCA, which better exploits the complicated spatial structure of high-dimensional features.",background,0
555,"In this paper, we first review the basic ideas of PCA and kernel PCA.",objective,1
556,Then we focus on the reconstruction of pre-images for kernel PCA.,method,2
557,"We also give an introduction on how PCA is used in active shape models (ASMs), and discuss how kernel PCA can be applied to improve traditional ASMs.",method,2
558,Then we show some experimental results to compare the performance of kernel PCA and standard PCA for classification problems.,method,2
559,"We also implement the kernel PCA-based ASMs, and use it to construct human face models.",method,2
560,"While favouring communications and easing information sharing, Social Network Sites are also used to launch harmful campaigns against specific groups and individuals.",background,0
561,"Cyberbullism, incitement to self-harm practices, sexual predation are just some of the severe effects of massive online offensives.",background,0
562,"Moreover, attacks can be carried out against groups of victims and can degenerate in physical violence.",background,0
563,"In this work, we aim at containing and preventing the alarming diffusion of such hate campaigns.",objective,1
564,"Using Facebook as a benchmark, we consider the textual content of comments appeared on a set of public Italian pages.",objective,1
565,We first propose a variety of hate categories to distinguish the kind of hate.,method,2
566,"Crawled comments are then annotated by up to five distinct human annotators, according to the defined taxonomy.",method,2
567,"Leveraging morpho-syntactical features, sentiment polarity and word embedding lexicons, we design and implement two classifiers for the Italian language, based on different learning algorithms: the first based on Support Vector Machines (SVM) and the second on a particular Recurrent Neural Network named Long Short Term Memory (LSTM).",method,2
568,We test these two learning algorithms in order to verify their classification performances on the task of hate speech recognition.,method,2
569,The results show the effectiveness of the two classification approaches tested over the first manually annotated Italian Hate Speech Corpus of social media text.,result,3
570,Marketing experts consider the mobile device as an extremely promising marketing tool as it supports them to cope with their major challenge: getting time and attention from customers.,background,0
571,Current mobile marketing research mostly covers success factors and acceptance analysis.,background,0
572,"Categorization, when addressed, lacks in appropriate foundation and is not linked to objectives at all.",background,0
573,In this article we examine 55 case studies in order to identify relevant characteristics of mobile marketing campaigns.,objective,1
574,The outcome of the paper is the derivation of four mobile marketing standard types and an examination of campaign objectives that can be addressed by mobile marketing.,result,3
575,The proposed scheme allows to unambiguously characterize any given mobile marketing campaign and to identify the respective objectives.,result,3
576,In recent years two main platforms emerged as powerful key players in the domain of parallel computing: GPUs and FPGAs.,background,0
577,"Many researches investigate interaction and benefits of coupling them with a general purpose processor (CPU), but very few, and only very recently, integrate the two in the same computational system.",background,0
578,Even less research are focusing on direct interaction of the two platforms [1].,background,0
579,This paper presents an open source framework enabling easy integration of GPU and FPGA resources; Our work provides direct data transfer between the two platforms with minimal CPU coordination at high data rate and low latency.,objective,1
580,"Finally, at the best of our knowledge, this is the first proposition of an open source implementation of a system including an FPGA and a GPU that provides code for both sides.",objective,1
581,"Notwithstanding the generality of the presented framework, we present in this paper an actual implementation consisting of a single GPU board and a FPGA board connected through a PCIe link.",method,2
582,Measures on this implementation demonstrate achieved data rate that are close to the theoretical maximum.,result,3
583,"Instagram is a popular social networking application, which allows photo-sharing and applying different photo filters to adjust the appearance of a picture.",background,0
584,"By applying photo filters, users are able to create a style that they want to express to their audience.",background,0
585,In this study we tried to infer personality traits from the way users take pictures and apply filters to them.,objective,1
586,"To investigate this relationship, we conducted an online survey where we asked participants to fill in a personality questionnaire, and grant us access to their Instagram account through the Instagram API.",method,2
587,"Among 113 participants and 22,398 extracted Instagram pictures, we found distinct picture features (e.g., hue, brightness, saturation) that are related to personality traits.",result,3
588,Our findings suggest a relationship between personality traits and the way users want to make their pictures look.,result,3
589,"This allow for new ways to extract personality traits from social media trails, and new ways to facilitate personalized systems.",result,3
590,In this work we investigate building indoor location based applications for a mobile augmented reality system.,background,0
591,We believe that augmented reality is a natural interface to visualize spacial information such as position or direction of locations and objects for location based applications that process and present information based on the user’s position in the real world.,background,0
592,To enable such applications we construct an indoor tracking system that covers a substantial part of a building.,method,2
593,It is based on visual tracking of fiducial markers enhanced with an inertial sensor for fast rotational updates.,objective,1
594,To scale such a system to a whole building we introduce a space partitioning scheme to reuse fiducial markers throughout the environment.,objective,1
595,"Finally we demonstrate two location based applications built upon this facility, an indoor navigation aid and a library search applica-",result,3
596,"Through an empirical study among holiday travellers, residing in the Former Soviet Union Republics, this paper presents a comprehensive view of role and impact of social media on the whole holiday travel planning process: Before, during and after the trip, providing insights on usage levels, scope of use, level of influence and trust.",objective,1
597,Findings suggest that social media are predominantly used after holidays for experience sharing.,result,3
598,It is also shown that there is a strong correlation between perceived level of influence from social media and changes made in holiday plans prior to final decisions.,method,2
599,"Moreover, it is revealed that user-generated content is perceived as more trustworthy when compared to official tourism websites, travel agents and mass media advertising.",result,3
600,This paper provides new results for the tracking control of a quadrotor unmanned aerial vehicle (UAV).,background,0
601,"The UAV has four input degrees of freedom, namely the magnitudes of the four rotor thrusts, that are used to control the six translational and rotational degrees of freedom, and to achieve asymptotic tracking of four outputs, namely, three position variables for the vehicle center of mass and the direction of one vehicle body-fixed axis.",background,0
602,A globally defined model of the quadrotor UAV rigid body dynamics is introduced as a basis for the analysis.,background,0
603,A nonlinear tracking controller is developed on the special Euclidean group SE(3) and it is shown to have desirable closed loop properties that are almost global.,method,2
604,"Several numerical examples, including an example in which the quadrotor recovers from being initially upside down, illustrate the versatility of the controller.",result,3
605,"We consider the problem of learning a sparse multi-task regression, where the structure in the outputs can be represented as a tree with leaf nodes as outputs and internal nodes as clusters of the outputs at multiple granularity.",background,0
606,Our goal is to recover the common set of relevant inputs for each output cluster.,objective,1
607,"Assuming that the tree structure is available as prior knowledge, we formulate this problem as a new multi-task regularized regression called tree-guided group lasso.",background,0
608,"Our structured regularization is based on a grouplasso penalty, where groups are defined with respect to the tree structure.",method,2
609,We describe a systematic weighting scheme for the groups in the penalty such that each output variable is penalized in a balanced manner even if the groups overlap.,method,2
610,We present an efficient optimization method that can handle a largescale problem.,method,2
611,"Using simulated and yeast datasets, we demonstrate that our method shows a superior performance in terms of both prediction errors and recovery of true sparsity patterns compared to other methods for multi-task learning.",result,3
612,"While software is so important for all facets of the modern world, software development itself is not a perfect process.",background,0
613,Agile software engineering methods have recently emerged as a new and different way of developing software as compared to the traditional methodologies.,method,2
614,"However, their success has mostly been anecdotal, and research in this subject is still scant in the academic circles.",result,3
615,This research study was a survey study on the critical success factors of Agile software development projects using quantitative approach.,method,2
616,"Based on existing literature, a preliminary list of potential critical success factors of Agile projects were identified and compiled.",method,2
617,"Subsequently, reliability analysis and factor analysis were conducted to consolidate this preliminary list into a final set of 12 possible critical success factors for each of the four project success categories – Quality, Scope, Time, and Cost.",objective,1
618,"A survey was conducted among Agile professionals, gathering survey data from 109 Agile projects from 25 countries across the world.",method,2
619,"Multiple regression techniques were used, both at the full regression model and at the optimized regression model via the stepwise screening procedure.",result,3
620,"The results revealed that only 10 out of 48 hypotheses were supported, identifying three critical success factors for Agile software development projects: (a) Delivery Strategy, (b) Agile Software Engineering Techniques, and (c) Team Capability.",result,3
621,Limitations of the study are discussed together with interpretations for practitioners.,result,3
622,"In this work, we present a minimal neural model for constituency parsing based on independent scoring of labels and spans.",background,0
623,"We show that this model is not only compatible with classical dynamic programming techniques, but also admits a novel greedy top-down inference algorithm based on recursive partitioning of the input.",objective,1
624,"We demonstrate empirically that both prediction schemes are competitive with recent work, and when combined with basic extensions to the scoring model are capable of achieving state-of-the-art single-model performance on the Penn Treebank (91.79 F1) and strong performance on the French Treebank (82.23 F1).",method,2
625,Autonomous vehicles capable of navigating unpredictable real-world environments with little human feedback are a reality today.,background,0
626,"Such systems rely heavily on onboard sensors such as cameras, radar/LIDAR, and GPS as well as capabilities such as 3G/4G connectivity and V2V/V2I communication to make real-time maneuvering decisions.",background,0
627,Autonomous vehicle control imposes very strict requirements on the security of the communication channels used by the vehicle to exchange information as well as the control logic that performs complex driving tasks such as adapting vehicle velocity or changing lanes.,background,0
628,This study presents a first look at the effects of security attacks on the communication channel as well as sensor tampering of a connected vehicle stream equipped to achieve CACC.,objective,1
629,Our simulation results show that an insider attack can cause significant instability in the CACC vehicle stream.,result,3
630,"We also illustrate how different countermeasures, such as downgrading to ACC mode, could potentially be used to improve the security and safety of the connected vehicle streams.",result,3
631,This paper presents a wall-climbing robot which adopts passive suction cups as the attaching components.,background,0
632,"Using only one motor, this robot can not only move on a wall but also attach suction cups to the wall and remove them from the wall.",background,0
633,Passive suction cups do not consume additional energy to keep adhesion.,background,0
634,"Therefore, the proposed robot can realize the climbing motion on a wall with relatively low energy consumption.",objective,1
635,"The prototype has been designed, fabricated and tested.",method,2
636,The experiments showed that the proposed robot could attach and remove suction cups passively.,result,3
637,"However, the robot could not move up the wall well and fell down often.",result,3
638,"In order to solve this problem, the load of each suction cup when attached to a vertical wall is analyzed.",result,3
639,"As a result, it is shown that a moment generated by both of the gravity and the attaching force of suction cups turns the robot down from the wall.",result,3
640,Then a new model which improves the falling problems is thus designed.,result,3
641,There is an ongoing debate over the activities of brands and companies in social media.,background,0
642,"Some researchers believe social media provide a unique opportunity for brands to foster their relationships with customers, while others believe the contrary.",background,0
643,"Taking the perspective of the brand community building plus the brand trust and loyalty literatures, our goal is to show how brand communities based on social media influence elements of the customer centric model (i.e., the relationships among focal customer and brand, product, company, and other customers) and brand loyalty.",objective,1
644,A survey-based empirical study with 441 respondents was conducted.,method,2
645,"The results of structural equation modeling show that brand communities established on social media have positive effects on customer/product, customer/brand, customer/company and customer/other customers relationships, which in turn have positive effects on brand trust, and trust has positive effects on brand loyalty.",result,3
646,We find that brand trust has a fully mediating role in converting the effects of enhanced relationships in brand community to brand loyalty.,method,2
647,The implications for marketing practice and future research are discussed.,result,3
648,© 2012 Elsevier Ltd.,other,4
649,All rights reserved.,other,4
650,Imagine that you get such certain awesome experience and knowledge by only reading a book.,background,0
651,How can?,other,4
652,It seems to be greater when a book can be the best thing to discover.,objective,1
653,Books now will appear in printed and soft file collection.,result,3
654,One of them is this book business process management concepts languages architectures.,method,2
655,It is so usual with the printed books.,other,4
656,"However, many people sometimes have no space to bring the book for them; this is why they can't read the book wherever they want.",result,3
657,Process discovery—discovering a process model from example behavior recorded in an event log—is one of the most challenging tasks in process mining.,background,0
658,"The primary reason is that conventional modeling languages (e.g., Petri nets, BPMN, EPCs, and ULM ADs) have difficulties representing the observed behavior properly and/or succinctly.",background,0
659,"Moreover, discovered process models tend to have deadlocks and livelocks.",background,0
660,"Therefore, we advocate a new representation more suitable for process discovery: causal nets.",objective,1
661,"Causal nets are related to the representations used by several process discovery techniques (e.g., heuristic mining, fuzzy mining, and genetic mining).",method,2
662,"However, unlike existing approaches, we provide declarative semantics more suitable for process mining.",method,2
663,"To clarify these semantics and to illustrate the non-local nature of this new representation, we relate causal nets to Petri nets.",method,2
