,text,label_str,label
2103,on legislative guarantee for the transformation of economic development mode,business,5
4922,revolution and the whip of reaction technicians of power and the dialectic of radicalisation,politics,2
1102,etudes kotoko par j p lebeuf paris and the hague mouton ecole des hautes etudes en sciences sociales 1976 pp 105 bibl ill planches gldrs 29 ff48,politics,2
2554,o declinio do estado,politics,2
411,beyond the couch potato reconceptualizing media literacy,politics,2
4781,john morley critic of public address,politics,2
4443,singapore s exchange rate policy empirical foundations past performance and outlook,economics,3
156,analysis of the spirit of realism in the novel ordinary world,politics,2
3718,book review iii biblical literature a history of the literature of ancient israela history of the literature of ancient israel by fowlerhenry thatcher ph d professor of biblical literature and history in brown university the macmillan co new york 1912 pp 3,politics,2
194,privacy at the margins concerns skills and activities multilayered privacy issues in disadvantaged urban communities,politics,2
615,supporting players provider groups back reform bill with caveats,business,5
643,politics in mexico by roderic ai camp new york oxford university press 1993 pp viii 200 tables notes bibliographic essay index 39 95,politics,2
5127,nuclear medicine imaging and therapy of neuroendocrine tumours,medicine,0
4975,download the entire special issue here,business,5
1068,seasonal precipitation variation over punjab province,geography,4
2145,network therapy using videotape disclosures for adult sexual abuse survivors,psychology,1
5317,research on the system construction of shareholder s inquiry right,business,5
5409,characteristics of icus that successfully implement routine spontaneous awakening trials data from a state wide quality improvement collaborative,medicine,0
3288,l organisation d un enseignement differencie,psychology,1
4739,design of a serious game in training non clinical skills for professionals in health care area,medicine,0
4823,improved access to pulmonary care for children with sickle cell disease,medicine,0
330,strategic adaptation as the regional socio economic system innovation development imperative,business,5
5164,the relationship between oil consumption and employment based on data from twenty provinces,economics,3
3757,calvin ellis stowe pioneer librarian of the old west,politics,2
5482,the semantics of style,politics,2
622,guardianship for people with learning disabilities the current perspective in hong kong,psychology,1
2236,differences in vital signs between older and younger patients before cardiac arrest on the wards,medicine,0
1670,land allocation for housing a review of practice and possibilities in england,economics,3
2902,university esl learners cross cultural transitions through web based project work,psychology,1
483,acting is the key new directions for the stimulation of prospective memory in mild cognitive impairment,psychology,1
3620,factor branding in selection of higher educational institutions in india,business,5
2456,effects of audience presence and test anxiety on learning and retention in a serial learning situation,psychology,1
3559,determinants of interest rate in micro finance groups theoretical discussion and empirical evidence from india,economics,3
4471,america standardized tests pseudo indicators of ability,psychology,1
3793,discussion on the new ways of moral education in middle vocational school,psychology,1
3780,platelets neutrophils interactions in obstructive sleep apnea and intermittent hypoxia in vitro,medicine,0
4895,savannah river national laboratory emergency response capability for atmospheric contaminant releases,geography,4
755,the legal management of our country seeds trade after accession into wto,business,5
518,couponing when preferences change to whom and how many,business,5
4521,compressed modernity and its discontents south korean society in transtion,politics,2
32,more alphabet soup no thank you i m full,business,5
3661,reconsidering the role of being a daughter of a mother with dementia,politics,2
4410,a aura do digital,politics,2
5329,role of neutrophils in a mouse model of chemical induced asthma,medicine,0
3279,face saving end of the price signalling case,economics,3
1157,an exploratory study of the pricing practices of canadian and hong kong businesses,business,5
1444,the outsourcing bogeyman,politics,2
2110,biological and geological section reports for the sessions 1968 1969 and 1969 1970,geography,4
744,succession in india a study in decision making,economics,3
5155,the catholic church and the struggle for zimbabwe,politics,2
174,understanding adolescent suicide a psychosocial interpretation of developmental and contextual factors,psychology,1
5457,comparative analysis and integrative strategy on cultivated mode of competitive sport reserve talents,business,5
1705,peace and economic cooperation,economics,3
3109,long term monitoring of sleep apnea at home in heart failure patients preliminary results from the hhh study,medicine,0
5118,voyage and discovery,geography,4
1818,tips for a more discerning budget night,politics,2
3130,the international competitiveness of polish agri food products on the nafta market under the trade liberalization process,economics,3
2275,resource identification an important key to improving instruction in multiple teacher departments,business,5
103,the racialization of white man s polygamy,politics,2
3557,intensive language courses content and techniques,psychology,1
2224,instability and political order politics and crisis in nigeria by b j dudley ibadan university press 1973 pp xii 265 n6 50 n3 00 paperback,politics,2
783,on the characteristics of foreign investment and its inspiration to the enterprises in china,business,5
3985,modern social theories charles p loomis zona k loomis,politics,2
3121,benjamin franklin the papers of benjamin franklin vol 5 july 1 1753 through march 31 1755 edited by leonard w labaree in association with whitfield j bell jr assisted by helen c boatfield and helene h fineman pp xxvi 575 new haven conn yale university pres,politics,2
2414,expired fluid recovered during cardiogenic pulmonary edema,medicine,0
4861,letters from you,economics,3
229,when does policy reform work the case of central bank independence,politics,2
857,the change of the means of the administrative enforcing law in the situation of the new economy,business,5
1211,book review the micro politics of the school towards a theory of school organisationthe micro politics of the school towards a theory of school organisationballstephenlondon methuen 1987,politics,2
1401,alabama prospects are encouraging,economics,3
2943,the myth of tactical litigation in uk takeovers,business,5
408,bad and getting worse,business,5
170,rethinking homo economicus in the political sphere,politics,2
540,the welle problem,geography,4
1559,political economy comes home on the moral economies of housing,politics,2
2760,study on the geographical position of ancient xiakou,geography,4
2873,reply to jacob jacoby,business,5
1803,price momentum and post earnings announcement drift in international markets,economics,3
3197,รูปแบบมวลประสบการณ์เชิงพื้นที่เพื่อเสริมสร้างจิตสำนึกสิ่งแวดล้อมของนักเรียน ในชุมชนเหม,psychology,1
613,the effects study of agricultural products of shijiazhuang in virtue of our country accede to wto,business,5
4023,socio economic assessment of direct sales in sicilian farms,economics,3
5037,the achievement of trumbull stickney,politics,2
2611,questions people ask 2 why bother about religion,politics,2
674,characterization of paxillin domains interacting with catenin implication in endothelial barrier protection,medicine,0
1161,suggestions for the function adjustment of the agricultural development bank,economics,3
4604,active intervention psychic structure and the analysis of transference commentary on frank s action insight and working through,psychology,1
3336,no contagion from russia toward global equity markets after the 2014 international sanctions,economics,3
1872,issues in teacher education the teaching of sociology of education,economics,3
5505,a suggested blueprint for the development of maritime archaeological research in namibia,geography,4
2402,a study on the influence of servant leadership and trust in leader on organizational performance,business,5
1815,the abc s of apples bees and connections hydrologic,economics,3
4259,arithmetic of home forestry,economics,3
1700,to the farthest ends of the earth 150 years of world exploration,geography,4
2042,brand equity for online companies,business,5
3722,stereotaxic investigation of the lateral horn of the cat spinal cord,psychology,1
1609,an ecumenical approach to urban surveying in australia,geography,4
3789,feeling before knowing why the role of the orbitofrontal cortex in intuitive judgments an meg study,psychology,1
2895,j w dearing and e m roger communication concepts 6 agenda setting thousand oaks ca sage 1996 isbn 0 7619 0563 4,politics,2
2742,pragmatic and value based argumentation in the 2015 israeli elections,politics,2
564,even fatal donor asthma is not a contraindication to lung transplantation,medicine,0
5342,hyaluronan synthase 1 3 double ko is dispensable for the extra cellular matrix changes seen in a murine model of asthma,medicine,0
5384,liberalism and the referendum in british political thought 1890 1914,politics,2
5014,the do s don ts of first aid compliance,business,5
2894,recontextualising big spender socialising the selling of female sexuality in a middle school drama programme,politics,2
2605,contraction and blending the use of orthographic clues in teaching pronunciation,psychology,1
1548,investigating factors determining the use of the clinical care module by nurses through the utaut model,medicine,0
4446,energy politics and indian security,politics,2
3547,expert consensus for discharge referral decisions using online delphi,medicine,0
5516,a critical commentary to mark bevir s democratic governance,politics,2
2268,balance of payments adjustment 1945 to 1986 the imf experience margaret garritsen de vries international monetary fund washington dc 1987 336 pp,economics,3
355,the play as novel reappropriating brecht s drums in the night,politics,2
2215,age dependent decline of attention deficit hyperactivity disorder,psychology,1
4274,behind the gdp some remarks on the shadow economy in mediterranean countries,politics,2
5055,graphic and political humour in argentina from quino to pagina 12,politics,2
4962,beautiful creatures review,psychology,1
3904,miriam r eisenstein language variation and the esl curriculum philadelphia pa center for applied linguistics 1983miriam r eisenstein language variation and the esl curriculum philadelphia pa center for applied linguistics 1983 pp 45,psychology,1
1051,issues of blood the politics of menstruation,politics,2
3128,mark lawrence schradthe political power of bad ideas networks institutions and the global prohibition wave new york oxford university press 2010 pp ix 302 65 00,politics,2
3182,the analysis of media publicity report about yunnan hiv aids asia regional project related activities,business,5
1751,methods for using the lst retrieved from satellite remote sensings to investigate agroclimatical thermal distribution,geography,4
4774,allan kampe och drommen om rymden,politics,2
1772,classification and standard of chinese chrysanthemum,geography,4
1196,model of sustainable development among economy resource and environment in hubei,business,5
1878,an introspection of the relief mode for the injured party in the fraudulent contract,business,5
2016,reflections on vietnam nature modernity and spirit,psychology,1
2005,historical geography of lykaonia region,geography,4
3589,onderwijsmodellen de overdraagbaarheid van de didactische structuur van een complex leerobject een case study,psychology,1
1482,key determinants of international tourist flows how to promote inbound tourism,business,5
328,emotional tone and argumentation in risk communication,psychology,1
648,randoms simulation for dual head coincidence imaging,medicine,0
1123,brazil as a regional power and its relations with the united states,politics,2
5551,strategic marketing developments in informational society,business,5
5364,assessment economic policy towards the environment,economics,3
5586,the correlation of self evaluated adhd symptoms with aggressive behavior and participation in peer violence among children in primary schools,psychology,1
2646,trabajo docente en equipo en evaluacion formativa redes de trabajo y trabajo en red en educacion fisica,politics,2
4692,research on application of web2 0 in agriculture informationization,economics,3
1259,late modernism british literature at midcentury,psychology,1
2671,cet 3 and pretcoa the comparison between two english proficiency tests in vocational colleges,psychology,1
3001,discussion of panama canal the sea level project a symposium the future and the panama canal by james h stratton,geography,4
3895,alienation reduction as a paradigm for delinquency reduction,psychology,1
1519,private long term care insurance problems and possibilities,business,5
1378,efficacy of portable device and importance of treatment of mild or moderate obstructive sleep disordered breathing in patient with cardiovascular disease,medicine,0
4088,spontaneous and repeated responses in articulation testing,psychology,1
1023,subspace detection of the impulse response function from intrapartum uterine pressure and fetal heart rate variability,medicine,0
2525,the research of the data disposal methods in calculating china s inventory index,business,5
4387,multinational investment in the space station an outer space model for international cooperation,business,5
4594,bioequivalence of a methylphenidate hydrochloride extended release preparation comparison of an intact capsule and an opened capsule sprinkled on applesauce,medicine,0
912,flip chip technology for multi chip modules,medicine,0
3555,cancer risks risk cost benefit analyses and the scientific method,business,5
1675,the united states honduras and the crisis in central america,politics,2
1746,down and out in italian towns measuring the impact of economic downturns on crime,politics,2
2607,women and politics in the age of the democratic revolution,politics,2
1736,book review estimating non monetary economic activities a manual for national accounts statisticians e c dommen,economics,3
1629,economic valuation of environmental resources in hamoon international wetland using the choice experiment method,business,5
3349,update on tax developments exempt organizations,business,5
430,detection of apneas during 24 hour ambulatory monitoring of ecg and respiration in chronic heart failure patients with cheyne stokes breathing,medicine,0
1808,status signals adaptive benefits of displaying and observing the nonverbal expressions of pride and shame,psychology,1
3103,calcium mobilization in human airway epithelial cells by an airway disease relevant extract of hog barn dust,medicine,0
2101,a management game for use in teaching farm management,economics,3
3940,tecnica de deteccao de mudancas aplicada em imagens de satelite como ferramenta de monitoramento de uso e cobertura da terra na amazonia ocidental acre,geography,4
3062,managing retrenchment in a public service organization,politics,2
3038,the quantitative relationship between alveolar inflammation and emphysematous destruction in copd,medicine,0
4641,2002 outlook of the u s and world sugar markets 2001 2011,economics,3
2836,a study of operational risks of elderly care institutions based on stakeholder theory,business,5
4996,testing the political waters downstream,politics,2
4623,the state identity politics and technologies of citizenship a comment on hancock s solidarity politics for millennials,politics,2
4974,chemotherapy response and gelatinolytic activity in lung cancer patients,medicine,0
1995,face to face the state the individual and the citizen hi russian taxation 1863 1917,politics,2
2789,simulation and display for map of world time zone,geography,4
1106,icms ecologico como suporte ao pagamento por servicos ambientais psa uma analise para o estado do para,business,5
818,analysis on kindergarten directorʼs certificate program according to pre service directorʼs educational needs of job competency,business,5
3586,study on the application of gvmp in xylitol production,business,5
4047,development of the beliefs about primary education scale distinguishing a developmental and transmissive dimension,psychology,1
1697,nationalism and civil society democracy diversity and self determination,politics,2
2232,on great mental depression arising from political events uber psychische storung depressiver natur entstand en auf dem boden der gegenwartigen politischen erieignisse allg zeits bd 64 h i hermann n,politics,2
136,opinions of literature teachers related to academic training in service training and organizational socialization process,psychology,1
2843,parties respond to bma challenges,politics,2
3257,technology innovation based on environmental kuznets curve hypothesis,economics,3
5082,charitable hatred tolerance and intolerance in england 1500 1700,politics,2
1180,politics and reading at the national institute of child health and human development,politics,2
4510,orbis seraphicus a bibliographical note,politics,2
888,neo classical economic theory on housing markets and behavioural sciences ally or opponent,economics,3
4459,peter laplaca a case study,business,5
2543,an experiment in map scoring and mental imagery tests,psychology,1
817,la regimentacion linguistica en un escenario transnacional la republica dominicana haiti,politics,2
4089,twitter as an indicator for whereabouts of people correlating twitter with uk census data,geography,4
5017,the en route alternate and a rational basis for contingency fuel,geography,4
3309,probe into continuous and rapid increase of the income of the farmers in huizhou,economics,3
1264,pulmonary function during beta blocker titration in elderly patients with heart failure the cibis eld analysis,medicine,0
990,design of geographic information system for travelling service based on mapword tianditu,geography,4
2877,why donâ t donor countries coordinate their aid a case study of european donors in morocco,politics,2
1739,the opportunity of subsistence style agriculture in central and eastern europe lee ann small,economics,3
3664,measuring credit risk of bank customers using artificial neural network,business,5
353,meiji japan s china solution to tokugawa japan s china problem,politics,2
4273,asbestos induced alveolar epithelial cell apoptosis mitochondria er crosstalk,medicine,0
3403,biofuels environmental effects and perspectives with regard to the next wto talks in dutch,economics,3
3802,bipolar depression comorbid with diabetes mellitus a therapeutical challenge case report,psychology,1
1489,evaluation of guideline system and sign design of public space in taiwan emergency department,medicine,0
5416,the uncertain century,economics,3
1228,influencing factor analysis of vendor managed inventory based on system dynamics,business,5
4038,response paper livestock and the rangeland commons in south africa s land and agrarian reform,economics,3
5306,predicting levels of collagen gene expression based on tgf expression in tnf treated lung fibroblasts,medicine,0
52,how to innovate in the party s supervisory system,business,5
3799,cambodia in 1986 beginning to tire,politics,2
4593,the predicament and way outs to the motive mechanism research of the marxism s chinese characterization,politics,2
2921,the carnival of custom land dives millenarian parades and other spectacular ritualizations in vanuatu,politics,2
3211,fallibility in human organizations and political systems,politics,2
1589,several models for converting 137 cs measurements to estimating soil erosion rates and reliability of hypothesis,geography,4
1479,belgium and germany in africa discussion,geography,4
1469,the decision at the crossroads of the event,politics,2
2437,geochemical survey of the james river face wilderness bedford and rockbridge counties virginia,geography,4
2078,articulo 1973 prescripcion de acciones de comentarios al codigo civil,politics,2
3033,carma1 regulates t cell memory responses in a murine model of allergic asthma,medicine,0
5512,on the connotation function and characteristics of the ethological and political education work in colleges and universities within the vision of culture,politics,2
4487,jeremy jennings anthony kempwelch eds intellectuals in politics from the dreyfus affair to salman rushdie londres new york routledge 1997 304 p,politics,2
436,pursuing harmony and fairness in education,economics,3
2535,facebook vs twitter battle of the social network stars,business,5
1588,multispectral remote sensing inversion of quality parameters of water in taihu lake based on semi analytical model,geography,4
4125,on world politics r g collingwood michael oakeshott and neotraditionalism in international relations,politics,2
1590,bank privatization in mena and oecd countries and the role of economic political and institutional factors,politics,2
4552,analysis of system innovation of private owned enterprises in hebei province,business,5
973,intracardiac foreign bodies,business,5
1238,building service brand for difference oriented competition,business,5
2763,economic efficiency and ethical requirements sharing ownership in the environment,economics,3
4367,records of the indian pangolin mammalia pholidota manidae manis crassicaudata from mansehra district pakistan,geography,4
4787,northward to darwin on the legendary ghan,geography,4
2213,stress among two wheeler riders who sustained limb fracture or injury due to road accident,psychology,1
1497,wolverine w04826 style countour number wellington waterproof welt buccaneer mulishox w8nufrq7w gulsoyinsaat com,psychology,1
449,lot s daughters sex redemption and women s quest for authority review,politics,2
3978,play and recreation,economics,3
5031,religion the churches and the german revolution of november 1989,politics,2
5121,intramyocardial strain estimation from cardiac cine mri,medicine,0
1551,supplementation of mir 200c or inhibition of mir 21 attenuates tgf s induced epithelial mesenchymal transition in mouse alveolar type ii cells,medicine,0
4970,the impact of the internet on teenagers face to face communication,business,5
1146,trends in multiple tobacco product use among high school students,business,5
4597,cms beefs up ma part d marketing oversight,business,5
2092,a novel retrospective gating method for intracoronary ultrasound images based on image properties,medicine,0
1313,antwoord aan rene suss,politics,2
2015,the influence of the forward head posture on balance fall self efficacy and physical activity in community dwelling women age 60 and older,psychology,1
4761,the dimensionality of impulsivity perspectives and implications for emerging adult drinking,psychology,1
2486,soviet management with significant american comparisons,economics,3
2640,anthropometric characteristics and physical fitness,psychology,1
3765,overt anaphoric expressions empathy and the uchi soto distinction a contrastive perspective,psychology,1
3601,the noaa hurricane hunters a historical and mission perspective,geography,4
413,the everyday ethics of field work research with vulnerable patients,medicine,0
941,agricultural productivity efficiency and rural poverty in irrigated pakistan a stochastic production frontiermanalysis,economics,3
801,a novel igbt gate driver to eliminate the dead time effect,medicine,0
2892,prolactin secreting pituitary adenoma in neuroleptic treated patients with psychotic disorder,psychology,1
256,an explanation of distributional characteristics of ancient stages in shanxi in space vision,geography,4
5489,path selection of the innovative culture development of the coal city,business,5
647,is out migration affected by economic conditions comment,economics,3
1767,paris est libre entries as reconciliations from charles vii to charles de gaulle,politics,2
3628,bernadette bensaude vincent william r newman editors the artificial and the natural an evolving polarity dibner institute studies in the history of science and technology 320 pp figs index cambridge mass london mit press 2007 40 cloth,politics,2
4672,parent opinion of sexuality education in a state with mandated abstinence education does policy match parental preference,psychology,1
2619,you should have told me that earlier ethnic return migrants accounts of discrimination,politics,2
3807,the economic wellbeing of lesbian gay and bisexual youth transitioning out of foster care,psychology,1
24,on technical innovations at colleges and universities,business,5
1088,contribution of pkc in 2 adrenergic receptor signaling and desensitization in human airway smooth muscle cells,medicine,0
5216,sudado de raya an ancient peruvian dish,geography,4
2311,the dundee centre of the royal scottish geographical society 1884 1985,geography,4
112,development of daily spatial heat unit mapping from monthly climatic surfaces for the australian continent,geography,4
3337,integrating world music in the music appreciation course,psychology,1
56,in and out of japan,politics,2
1309,a review of developments in industrial relations 1970 1971,economics,3
695,symbolic dynamics of qt interval series in ischemic cardiomyopathy,medicine,0
1227,the influence of russian productive service industry lagging development in the transformation process in the post industrial society,business,5
4060,towards an integrated environmental assessment for wetland and catchment management,geography,4
276,literature review on the determinants of fdi,economics,3
2337,the environment investigation of women s clothing stores based on consumers perspective,business,5
1833,population status of oribi ourebia ourebi zimmermann 1783 in maze national park southern ethiopia,geography,4
682,social labels in dare,geography,4
2754,expertise in symbol referent mapping,psychology,1
4013,do ambient ultrafine and fine particles alter cardiac responses in patients undergoing cardiac rehabilitation,medicine,0
1137,physician family communication and family recall of treatment plans in pediatric asthma,medicine,0
3045,effects of knowledge of results true and false on vigilance performance,psychology,1
2842,turkish politics and policies under the impact of the 1980 s pkk revolt and the gulf war of the early 1990s,politics,2
3011,cohen m j and j murphy eds 2001 exploring sustainable consumption environmental policy and the social sciences,economics,3
1346,by ox team from salt lake to los angeles 1850,geography,4
2357,irreversible elastase induced emphysema and its correlation with impaired pulmonary function in a mouse model,medicine,0
4532,perinatal inflammation contributes to adult pulmonary fibrosis,medicine,0
2459,cognitive inference and behavioral syndromes in the coyote canis latrans,psychology,1
3455,analysis of ventilatory ratio as a novel method to monitor ventilatory efficiency in mechanically ventilated patients,medicine,0
3745,productive assets to improve rural household resilience in north western ethiopia,business,5
2857,labour and the battle of ideas,politics,2
2292,network externalities software business models and the market structure of operation system markets a comparative research of windows and linux,business,5
2858,franklin and the letters of the republic,politics,2
2259,companies that care behaviour,business,5
3137,investigation and study of the sports weaken the university students ashamed feeling,psychology,1
4662,leisure activities and depressive symptoms in older adults with cognitive complaints,psychology,1
4602,employers discover cost of aging,business,5
81,cohabiting in multiethnic community forms representations and images of the diversity,politics,2
1972,organizational culture as one of the main factors for the successful safety management,business,5
1714,defending the realm the politics of britain s small wars since 1945 by aaron edwards manchester manchester university press 2012 319pp 70 00 isbn 978 0 7190 8441 6,politics,2
5341,betekent winstrecht ook recht op winst,economics,3
3185,mechanisms of skewed inflammatory mediator expression in cigarette smoke exposed alveolar macrophages from mice,medicine,0
1946,research on ancient village tourism development henan province,geography,4
2917,government s role in creating a vibrant solar power market in california,business,5
4596,enrollment and management of overseas students in china,business,5
1610,provider competition cools prices on shoppable services drives consolidation,business,5
2845,discussion on reason for recent appreciation of jp yen and its effect on china japan s trade balance based on time series data of 1988 2009,economics,3
2826,the nature of bretton wood ii regime its institutional and political characteristics,politics,2
5335,analysis of the stainless steel market in the eu china and us using co integration and vecm,economics,3
5468,using old technology to implement modern computer aided decision support for primary diabetes care,medicine,0
4321,building cosmopolis the political thought of h g wells,politics,2
665,withering governmental power in china a view from below,politics,2
2194,unveiling the lithology of vegetated terrains in remotely sensed imagery,geography,4
4573,a view of the european glass industry from turkey,economics,3
4767,los debates en torno al concepto de ciudadania en sociedades en transformacion,politics,2
1017,the potential ontology of the society of terror,politics,2
557,the role of motivational strength in latent learning,psychology,1
3334,implementing security and access control mechanisms for an electronic healthcare record,medicine,0
5184,the structure of political elite networks in the republic of poland in 1993 2013,politics,2
1207,my trip to the scandinavian countries denmark finland sweden norway,geography,4
2518,theory into practice practice into theory theorising our museums a south african context,politics,2
2656,research advancement of precision agriculture,economics,3
1510,blastomycosis in indianapolis 12 year experience,medicine,0
3580,neural correlates of sense of effort in active duty military members with mild traumatic brain injury p4 052,psychology,1
4979,k anderson and w martin eds agricultural trade reform the doha development agenda,economics,3
266,ideology and the interpretation of personal experience procedural justice and political quiescence,politics,2
3846,hospitals will have to pay more for full line contract management,business,5
3328,family practice informatics research issues in computerized medical records,medicine,0
2111,the fate of intra party democracy leadership autonomy and activist influence in the mass party and the cartel party,politics,2
2585,the coastal dhow trade of kenya,geography,4
1909,murine pulmonary response following exposure to particulate matter of the california san joaquin valley,medicine,0
2723,on origins and foci,politics,2
3437,determinants of accessibility to treatment in a children s institution,business,5
3842,pupil made pictorial prompts and fading for teaching sight words to a student with learning disabilities,psychology,1
4802,the analyse of the limited factors in shandong west region development and the corrsponding tactics and advices,politics,2
2822,der junge goethe eine lebens und entwicklungsgeschichte aufgebaut auf dokumenten der zeit,psychology,1
1784,the correlation between lai and vegetation index of masson pine,geography,4
1237,odds and ends from the 2010 general meeting,business,5
4665,uganda s intra east african community customs union trade performance in comparison to other trading blocs a gravity model analysis,economics,3
5521,anxiety and speech in the initial interview,psychology,1
2186,the labor market value of health improvements,economics,3
5592,religious influences on latino ideology and vote choice are evangelical catholics different,politics,2
908,tnf r1 ubiquitous scaffolding and signaling protein truss is a regulator of tnfalpha mediated nf kappab activation,medicine,0
1303,urban environment in european big cities,geography,4
4826,the new customer facing technology mobile and the constantly connected consumer,business,5
1627,the tibetan frontier le tibet revolte,geography,4
1522,multimodal images integration for catheter ablation of ventricular tachycardia,medicine,0
835,prairie soils of the upper mississippi valley,geography,4
358,effect of olanzapine on functional responses from sensitized d1 dopamine receptors in rats with neonatal dopamine loss,psychology,1
138,research on chinese agricultural product export trade influence factor,economics,3
299,the mormon village genesis and antecedents of the city of zion plan,geography,4
1556,land use change in northeast china in the twentieth century a note on sources methods and patterns,economics,3
1003,repression and struggle the state the chaebol and independent trade unions in south korea,politics,2
382,cases in constitutional law by sir d l keir and professor f h lawson oxford at the clarendon press fourth edition revised 1954 xxxvi and 544 pp 35s net,politics,2
2451,the trend of innovation of teacher education system in nigeria and its inspiration,economics,3
761,pension funds risk analysis stochastic solvency in a management perspective,business,5
3820,mineralocorticoid receptor antagonists attenuate pulmonary inflammation and bleomycin elicited fibrosis in the rat and mouse,medicine,0
5450,recasting popular movements gender and political learning in neighborhood organizations in chile,politics,2
2741,coercion in new religious movements,politics,2
4528,the relationship between theory of mind and acquisition of morality,psychology,1
1402,contracting out tread carefully private waters,business,5
3562,from the field mexican crows,geography,4
4811,women after communism the east german experience,politics,2
1932,geographical regions of the gambia,geography,4
3648,estates social classes and political classes,politics,2
4464,a biosystematic study on lizards fauna of the south east regions of kermanshah,geography,4
4789,book reviews consumer behavior sixth edition by james f engel roger d blackwell and paul w miniard hinsdale illinois the dryden press 789 pp 48 00,business,5
2481,an approach to cost containment in health care,politics,2
3408,web mapping gis gps under the gis umbrella for aedes species dengue and chikungunya vector mosquito surveillance and control,geography,4
58,authority and power in the free church tradition a social case study of the american baptist convention paul m harrison,politics,2
76,conducting beethoven s symphonies in fin de siecle france tempo gesture and the conquest of image,politics,2
796,organizing pneumonia analysis of 145 cases,medicine,0
2622,fiction and farm classification,economics,3
4071,electronic health records from the management of patients to the research use of clinical data,medicine,0
785,testing for political business cycles,politics,2
4952,paradoxes of plural unionism cgt cfdt relations in france,politics,2
2620,self regarding supererogatory actions,politics,2
2217,electric conservatism the rise of north carolina s conservative power politics,geography,4
3221,the place and the importance of divan u lugati t turk in history of linguistics world,politics,2
2314,created in its image the race analogy gay identity and gay litigation in the 1950s 1970s,politics,2
3235,the politics of mutual recognition,politics,2
5242,scientific books terrestrial and celestial globes their history and construction including a consideration of their value as aids in the study of geography and astronomy,geography,4
4756,the relationship between employment and social participation among australians with a disabling chronic health condition a cross sectional analysis,economics,3
910,pet ct for evaluation of airway constriction ventilation perfusion and inflammation in asthma subjects following segmental allergen challenge,medicine,0
2172,sports sociology journals and their editors,politics,2
3095,anti angiogenic treatment reverses pulmonary vascular remodeling in experimental pulmonary hypertension but worsens failure of the pressure overloaded right ventricle,medicine,0
2309,michael richey mbe hon frin 1917 2009,geography,4
5246,mexican americans initial preferences for counselors the role of ethnic factors,psychology,1
1257,a case of dyslexia,politics,2
4224,the relations between the remains of gunshot and the distance of gunshot,geography,4
3143,financial accounts virtual financial services health and safety policy,business,5
1178,effect of ancestry on asthma incidence among hispanic children,medicine,0
4219,el dibujo de un esquema pedagogico la creatividad y la transversalidad como eje fundamental en las artes,politics,2
4575,the world declaration of the rights of the child anticipated challenges,politics,2
442,application of expert system in chinese massage robot,medicine,0
5417,problems related to underservice a rejoinder,psychology,1
3497,from applicant to designated european capital of culture,politics,2
4418,audit fees and auditor choice in different levels of marketization empirical evidence from chinese listed companies,business,5
5340,martin putz ed discrimintation through language in africa perspectives on the namibian experience,politics,2
1054,stable cognitive functioning with improved perceptual reasoning in children with dyskinetic cerebral palsy and other secondary dystonias after deep brain stimulation,psychology,1
2344,stock market development and economic growth the case of west african monetary union,economics,3
5523,good to have the qnu on your side,business,5
3200,lessons learned from a cross model validation between a discrete event simulation model and a cohort state transition model for personalized breast cancer treatment,economics,3
4093,effects of arginine vasopressin on retention and forgetting in appetitive tasks,psychology,1
4284,method for spatial interpolation of precipitation in anhui,geography,4
2609,a factor analysis and reliability on leadership self efficacy effective leadership behaviour and managerial job performance,business,5
2441,designing an authorization system based on patient privacy preferences in japan,medicine,0
3795,demographic engineering the state directed movement of ethnic groups as a technique of conflict regulation,politics,2
1502,from pink memory to red classics triple replacement in youth song,politics,2
2732,a cartographic evaluation of the old english mile,geography,4
5259,direct and indirect sensory input pathways to the motor cortex its structure and function in relation to learning of motor skills,psychology,1
2011,imc a uk ad agency perspective,business,5
4247,vegetational response of rainfall in rajasthan using avhrr imagery,geography,4
2694,relationship of area of soft drusen in retina with cerebral amyloid β accumulation and blood amyloid β level in the elderly,psychology,1
4517,cooperation in repeated interactions a systematic review of centipede game experiments 1992 2016,economics,3
4730,the protocol to amend the convention on offences and certain acts committed on board aircraft a missed opportunity or a sufficient modernization,business,5
6,development of computer aided diagnosis system for 3d multi detector row ct images of livers,medicine,0
678,strengthening the long term mechanism and optimizing the foundation project,business,5
1943,national parish register data an evaluation of the comprehensiveness of the areal cover,geography,4
3269,cortical blindness clinical psychologic and localizatory findings author s transl,psychology,1
5156,the gao and sentencing commission impact reports where s the impact,politics,2
2927,does job stress alone cause health problems,business,5
4303,geometric rectification of satellite imagery with minimal ground control using space oblique mercator projection theory,geography,4
3135,south america and central america a natural history viceroyalties of the west the spanish empire in latin america aujourd hui l amerique latine aujourd hui l amerique latine,geography,4
5153,sex rights and politics from cairo to berlin,politics,2
1064,in vitro activity of ceftaroline and comparative agents against clinical isolates of streptococcus pneumoniae collected from an ongoing canada wide surveillance program 2008 2011,medicine,0
4793,adopting the assessment of motor and process skills into practice therapists voices,psychology,1
2242,enhancing cadastral surveys by facilitating the participation of owners,geography,4
1474,the stages of migration from going abroad to settling down post accession polish migrant workers in norway,politics,2
4842,non tariff barriers in the international trade of the aquatic products,economics,3
1889,the role of inflammatory cells within the airway smooth muscle in the clinical response to diesel exhaust in asthmatics,medicine,0
5456,the contribution of physical education to personal and social development,psychology,1
