text,label_str,label
the european convention and the independence of the judiciary the scottish experience,sociology,6
on the costs of temporary policy,economics,3
sex hormone serum levels in patients with idiopathic pulmonary arterial hypertension,medicine,0
into debtcommentary one,sociology,6
insights from cult survivors regarding group support,psychology,1
antwerp builds on african breakbulk connections it is thought that up to 25 of breakable cargo passing through antwerp could be to or from africa and that has the potential to increase,business,5
political scientists and public policy affecting computer based research,politics,2
emigration and the resilience of politics in lebanon,politics,2
changes of major lakes in central asia over the past 30 years revealed by remote sensing technology,geography,4
the inflection point retracking algorithm improved jason 2 sea surface heights in the strait of hormuz,geography,4
a cointegration analysis of purchasing power parity and country risk,economics,3
hexie management pattern of intangible assets in the uncertain environment,business,5
another evolvement of the cost and risk shifting model consumer driven health plans,business,5
count witte and the tsarist government in the 1905 revolution,sociology,6
a history of maori culture,geography,4
the treatment of infectious serositis of duck and an effective method of improving the efficiency of duck egg production,business,5
the analysis of landscape based on the community spirit to prevent floods in the waju area,geography,4
competitiveness of u s agriculture concepts issues and policy discussion,economics,3
experience a new value leading to competitive advantage,business,5
positive study on the choice of regional logistics centers in anhui province,business,5
the rise of competitive authoritarianism,politics,2
intracardiac foreign bodies,business,5
an energy revolution,economics,3
development during infancy in relation with nourishment in children from a romanian nursery,medicine,0
an analysis of connotation for village water conservancy compensation,business,5
the theory model of fund manager s incentives on relative performance contracts,business,5
information science education in china,economics,3
editorial special issue on children affected by armed conflict views from the global south,psychology,1
a study of form discrimination in the opossum,psychology,1
school library media management skills a few tips,business,5
urban evolution studies in the mathematical ecology of cities,economics,3
the intensity and its analysis of the government s response in the perspective of the internet public incidents,business,5
wage indexation in efta economies an application of co integration techniques indexbindung der lohne in den efta landern eine anwendung von co integrationstechniken,economics,3
demographics and usage profiles of users of college sport message boards,business,5
subjective perspective of marxist historical concept and its modern value,sociology,6
state and regional nationalism territorial politics and the european state,politics,2
two ways to lead,psychology,1
analysis of major climate characteristics in tibet,geography,4
design of geographic information system for travelling service based on mapword tianditu,geography,4
about the importance of agriculture information,economics,3
how do copyrights affect economic development and international trade,economics,3
do women and providers value the same features of contraceptive products results of a best worst stated preference experiment,economics,3
murphy s moral economy of labor,economics,3
a research on mass sports development trends in china a comparative analysis based on the results of 3 mass sports surveys nationwide,business,5
international deontology defended a response to russell hardin,politics,2
performance evaluation research on rural fund mutual cooperative based on the case of taihu in anhui province,business,5
personal factors underlying resilience in adolescence cross cultural validity of the prince embury model,psychology,1
a feasible loss model for igbt in soft switching inverters,medicine,0
economics of bioenergy,economics,3
the postulates of game theory,economics,3
quality differentiation and factor proportions in international trade an empirical test of the swedish case,economics,3
repression and struggle the state the chaebol and independent trade unions in south korea,politics,2
stepping up to the challenge,business,5
constitutional squabbling and health care crisis in canada,medicine,0
book review jesus and the kingdom of godjesus and the kingdom of god by robertsharold london the epworth press 1955 118 pages 3 50,sociology,6
اندازه گیری درجه تخریب محیط زیست در کلان شهرهای ایران با استفاده از تکنیک تحلیل مؤلفه های اصلی,economics,3
understanding habermas communicative action and deliberative democracy,sociology,6
2 chain conveyor recent trend of the conveyor,business,5
wales and devolution a constitutional footnote,politics,2
association of cr2 cd21 polymorphisms with systemic sclerosis,medicine,0
un modelo de aplicacion multimedia de turismo cultural para smartphone,geography,4
the financing strategy of coal enterprise,business,5
a survey of studies of poetry of chu,geography,4
the dynamics of political support for american presidents among occupational and partisan groups,politics,2
the care of the elderly with chronic disease based on electronic health records,medicine,0
the potential ontology of the society of terror,politics,2
carol christ feminist thealogical method and the particular nature of women s experience,sociology,6
feature managing privileged user activity in the datacentre,business,5
decommonising the mind historical impacts of british imperialism on indigenous tenure systems and self understanding in the highlands and islands of scotland,politics,2
on the practical conditions and hindering factors in the reform of provincially administered county,business,5
a new method for the diagnosis of urinary tract stone in radiographs with image processing,medicine,0
subspace detection of the impulse response function from intrapartum uterine pressure and fetal heart rate variability,medicine,0
variation of reference evapotranspiration in the central region of argentina between 1941 and 2010,geography,4
the philosopher in the scanner or how can neuroscience contribute to social philosophy,sociology,6
observations on the relationship between anisometropia amblyopia and strabismus,psychology,1
an application of equilibrium size of plant analysis to fluid milk processing and distribution,economics,3
family stress as community frame,psychology,1
lawrence s kubie s psychoanalysis,psychology,1
a new risk assessment methodology for dermoscopic skin lesion images,medicine,0
theory in anthropology since feminist practice,sociology,6
statistical crop models predicting the effects of temperature and precipitation changes,geography,4
medical data mining experience of knowledge discovery in two clinical databases,medicine,0
a modified ecological footprint method and its application to australia,economics,3
building sustainable regional platforms for incubating science and technology businesses evidence from us and french science and technology parks,business,5
alterations in welding process parameters change particle characteristics and influence lung responses,medicine,0
an empirical study on factors responsible for bullwhip effect in soya oil manufacturing sector,business,5
problems without solutions teaching theory and the politics of hope,sociology,6
introduction celticism and the black atlantic,politics,2
diagnostic value of leptin in pleural effusions,medicine,0
the changing face of clinical psychology impact of service delivery changes,psychology,1
nutrition and health economics,economics,3
sử dụng hệ thống điểm bmwpviet va chỉ số aspt đanh gia chất lượng một số suối chảy qua tp pleiku tỉnh gia lai,geography,4
macintyre aquinas and politics,politics,2
los cliticos en el espanol actual,sociology,6
urban vegetation a review and chicago case study,geography,4
developing assessments in home economics,economics,3
political universalism and localism of the christian social doctrine in the context of the political institutions history,politics,2
discovering tourism resources in the two fishing villages of the ozaki peninsula in kamaishi city iwate japan,geography,4
l amour maternel contexte environnemental de l enfant,sociology,6
issues of blood the politics of menstruation,politics,2
the timing of farm machinery replacement,economics,3
the eastern mediterranean turkey greece and cyprus,geography,4
stable cognitive functioning with improved perceptual reasoning in children with dyskinetic cerebral palsy and other secondary dystonias after deep brain stimulation,psychology,1
simulating low dose ct scans by noise addition,medicine,0
migrants and urban rights politics of xenophobia in south african cities,politics,2
south african scenery a textbook of geomorphology,geography,4
assistive technology pricing in australia is it efficient and equitable,economics,3
increased prevalence of obstructive lung disease in patients with obstructive sleep apnea,medicine,0
book reviewabc of anxiety and depression 1st edition gask g chew graham c eds wiley blackwell 88 pages 22 99 isbn 978 1118780794,psychology,1
computerized physician order entry and communication reciprocal impacts,medicine,0
adherence to gender typical behavior and high frequency substance use from adolescence into young adulthood,psychology,1
the waite arboretum,geography,4
in vitro activity of ceftaroline and comparative agents against clinical isolates of streptococcus pneumoniae collected from an ongoing canada wide surveillance program 2008 2011,medicine,0
social network analysis sna between hotel management curriculum,business,5
learning radical planning the power of collective action,politics,2
aspiring to the creative class reality television and the role of the mentor,psychology,1
seasonal precipitation variation over punjab province,geography,4
field investigation of the behavior for getting the coolness of houses in kyoto city japan during summer practical use of audio visual stimuli etc in houses,geography,4
assessing damages for contingent loss htw valuers central qld pty ltd v astonland pty ltd 2004 hca 54 12 november 2004,sociology,6
desperate housewives get legal backing,business,5
duerr william a forestry economics as problem solving distributed by orange student book store 175 marshall st syracuse ny 13210 1986 xii 446 pp 17 65,economics,3
socio economic heterogeneity and distributional implications of joint forest management jfm an empirical investigation from orissa,economics,3
book review post admission language assessment of university studentsreadj ed post admission language assessment of university students switzerland springer international 2016 243 pp isbn 978 3 319 39190 8 99 99 hbk,psychology,1
benchmarking carbon emissions performance in supply chains,business,5
estudio comparativo del regimen de sociedad legal de bienes en el derecho espanol y en el uruguayo,sociology,6
national liberations in former yugoslavia when will they end,politics,2
rethinking reading comprehension instruction a comparison of instruction for strategies and content approaches,psychology,1
effects of a leukotriene b4 receptor antagonist an anti inflammatory and anti fibrotic agent on bleomycin induced pulmonary fibrosis,medicine,0
creating effective name translations for global brands,business,5
a control study of glycometabolism abnormality between the healthy offspring of schizophrenic patients and comparison,psychology,1
skutki energetycznego wykorzystania biomasy,economics,3
developing an enterprisewide data strategy,business,5
task analysis and interoperable application services for service event management,medicine,0
difference in inflammatory cells infiltration in the upper airways of obstructive sleep apnea,medicine,0
how will monitoring work,psychology,1
study on the development of cold chain logistics of agricultural products in hubei,economics,3
contribution of pkc in 2 adrenergic receptor signaling and desensitization in human airway smooth muscle cells,medicine,0
immunohistochemistry and neurochemistry of the habenulo interpeduncular connection after partial developmental depletion of habenular cholinergic neurons in the rat,psychology,1
red tourism development and the people s economic and social development present situation taking zuiyi in guizhou province as an example,business,5
age dependent determinants of antipsychotic use among newly admitted residents of skilled nursing facilities a population based study,psychology,1
government special interest groups and economic growth,politics,2
screening for understanding an initial line of inquiry for school based settings,psychology,1
new national parks for scotland coalitions in conflict over the allocation of planning powers in the cairngorms,politics,2
robotics for functional recovery in stroke,medicine,0
on the properties of qi in ancient china,geography,4
books are magic and passports to adventure no travel required an interview with wendy mason geoghegan,sociology,6
fast food logistics having it your way,business,5
drug lawsuits building merck pfizer facing charges of misrepresentation,business,5
clinical study categorisation treatment of community acquired pneumonia in adult patients as per british thoracic society guidelines,medicine,0
anticonvulsant and convulsant properties of flurazepam,psychology,1
etudes kotoko par j p lebeuf paris and the hague mouton ecole des hautes etudes en sciences sociales 1976 pp 105 bibl ill planches gldrs 29 ff48,sociology,6
hypes in de sociale wetenschappen,sociology,6
copper chelation mediated resolution of angioproliferative lesions in experimental pulmonary hypertension is associated with an altered ceramide sphingosine 1 phosphate balance,medicine,0
aerial survey of east and central african territories1,geography,4
icms ecologico como suporte ao pagamento por servicos ambientais psa uma analise para o estado do para,business,5
standard communication protocol for ecg exchange in tele cardiology network for rural areas three years project experience,medicine,0
estimation of stature from hand dimensions in bengalee population west bengal india,geography,4
italian politics 2007 frustrated aspirations for change edited by m donovan and p onofri,politics,2
wspolczesne ujecie kwestii rolnej a poglądy aleksandra czajanowa i wladyslawa grabskiego,economics,3
pulmonary manifestation of transthyretin amyloidosis in a patient with monoclonal gammapathy,medicine,0
influence of site on pod characteristics and early growth of tamarindus indica in the savanna zone nigeria,geography,4
geography in vietnam,geography,4
the power of apologies in transforming resentment into forgiveness,politics,2
the pharmacokinetics and safety of desvenlafaxine in subjects with chronic renal impairment,medicine,0
changes in farm organization and practices,economics,3
volume controlled hyperpolarized 3he adc static ventilation a quantitative qualitative comparison with xenon enhanced mdct,medicine,0
the affective politics of keeping it real,politics,2
animal production in a sustainable agriculture,economics,3
the return of thomas salusbury s life of galileo 1664,politics,2
data protection always a topical issue,business,5
public economics of hitchhiking species and tourism based risk to ecosystem services,economics,3
brazil as a regional power and its relations with the united states,politics,2
use of exercise challenge testing in predicting weaning failure from inhaled corticosteroids in children with asthma,medicine,0
assessing the economic impacts of local food system producers by scale,economics,3
comptes rendus reviews of books belief and worship in native north america ake hultkrantz christopher vecsey editor with an introduction syracuse ny syracuse university press 1981 pp xxvii 330,sociology,6
are spanish courts backing down on universality the supreme tribunal s decision in guatemalan generals,sociology,6
constructing a first first lady through memory the case of china s peng liyuan,politics,2
factors influencing the diagnostic yield of endobronchial ultrasound guided transbronchial needle aspiration of mediastinal lymphadenopathy a single center experience,medicine,0
deeply implement the spirit of july 1st speech to overall heighten education quality,sociology,6
improving the radiologist cad interaction,medicine,0
the idea of autocracy among eighteenth century russian historians,politics,2
renin angiotensin system activation correlates with microvascular dysfunction in human sepsis,medicine,0
a brief analysis on current status and outlet of civil run enterprise cultural construction,business,5
a simple geography of china wang chun heng,geography,4
melancholia in later life late and early onset differences in presentation course and dementia risk,psychology,1
physician family communication and family recall of treatment plans in pediatric asthma,medicine,0
is quality function deployment good for product development forty companies say yes,business,5
de onmogelijke middenweg tussen egalisatie en concurrentie,sociology,6
교역국의 환경규제가 우리나라 수출에 미치는 영향에 관한 실증연구,economics,3
educational innovations experience of introduction of competence approach,business,5
quelle est la valeur de ton point isa,politics,2
climate change and ecosystems of the mid atlantic region,geography,4
the introduction of ecological welfare and socialization in the perspective of social policy,economics,3
plant geography with special reference to north america rexford daubenmire,geography,4
trends in multiple tobacco product use among high school students,business,5
recent changes of hill resorts in indian himalaya a case study of nainital uttarakhand in india,geography,4
present situation and strategy of scientific research funds in local comprehensive universities,business,5
big business in japanese politics chitoshi yanaga,politics,2
improvement of guangzhou honda parts procurement logistics,business,5
2821 dopamine d2 3 receptor availability and human cognitive impulsivity a high resolution pet imaging study with 11c raclopride,psychology,1
medication adherence and predictors of medication adherence in asthma,medicine,0
transitions to agriculture in the pacific region mortars and their possible past use in processing traditional foods in the hunjara area oro province papua new guinea,geography,4
home care nursing integration of politics and nursing,politics,2
creolization in the americas,sociology,6
investigating patient attitudes towards the use of social media data to augment depression diagnosis and treatment a qualitative study,medicine,0
an exploratory study of the pricing practices of canadian and hong kong businesses,business,5
the politico economic determinants of trade protectionism an analysis of demand and supply in the political marketplace for tariffs,economics,3
hidden markov model for quantifying clinician expertise in flexible instrument manipulation,medicine,0
detail of application for domestic special use cosmetics hygiene administrative licensing certificate,business,5
suggestions for the function adjustment of the agricultural development bank,economics,3
may the pro poor impacts of trade liberalisation vanish because of imperfect information,economics,3
measuring tuberculosis transmission in low incidence countries,business,5
does exhaled nitric oxide feno reflect airway inflammation in mild to moderate asthma,medicine,0
french agriculture trends outlook and policies,economics,3
structured electronic documentation sed cardiac surgery and powernote a pilot project,medicine,0
ppos get turn under the microscope,business,5
a gentry community leicestershire in the fifteenth century c 1422 c 1485,politics,2
bilateral portfolio dynamics during the global financial crisis,economics,3
direct democracy and its critics support for direct democracy and stealth democracy in finland,politics,2
kə and xu as parallel focus markers in ilami dialect of kurdish,geography,4
competition between for profit and industry labels the case of social labels in the coffee market,business,5
analysis of image quality of digital panoramic tomography using panoura 15 digipan,medicine,0
on the regulation of quality culture to enterprise management function,business,5
preserving our internet history websites on archiving via the internet,business,5
study on institutional innovation of accelerating transformation of agricultural scientific achievements,economics,3
role of interleukin 6 during acute lung injury study in a lipopolysaccharide induced murine model under mechanical ventilation,medicine,0
effect of ancestry on asthma incidence among hispanic children,medicine,0
a new record of metaborborus flavior vanschuytbroek 1959 from bangladesh diptera sphaeroceridae,geography,4
politics and reading at the national institute of child health and human development,politics,2
looking into the construction of anti corruptive mechanism from the angle of utilizing power for profits,politics,2
analysis on some adverbs of lintan dialect,geography,4
work of tie u s geological survey,geography,4
beziehungen der menstruation und der generationsvorgange zur epilepsie,psychology,1
founding the social ensuranle system in accordance with development level of rural economy,business,5
improved treatment of cerebral stroke patients in small hospitals reporting from a telestroke service in north norway,medicine,0
pictorial and verbo pictorial metaphor in spanish political cartooning,politics,2
from slave revolt to a blood pact with satan the evangelical rewriting of haitian history,politics,2
legal standards of retirement insurance and the russian actuarial pension plans,business,5
making use of educational opportunities,politics,2
studies on wheat based composite flour for pasta products,business,5
berlin s urban form explained,economics,3
the economics of enough how to run the economy as if the future matters,economics,3
politics of hidden emotions responses to a war memorial,politics,2
the moderating effect of individual level collectivist values on brand loyalty,economics,3
model of sustainable development among economy resource and environment in hubei,business,5
estonian nationalism through the postcolonial lens,politics,2
thought of strengthening ideological and political education in new era,politics,2
study on bird change during winter in guizi mountain area of wuhan,geography,4
the septic milieu induces splicing of tissue factor pre mrna in human platelets,medicine,0
diuble station observation of telescopic meteors in mykolaiv,geography,4
remoxipride added to other neuroleptics in non responding chronic schizophrenic patients,psychology,1
towards a zimbabwean aeneid a pedagogical exercise,sociology,6
rihlat burckhardt fi bilad al nubah wa l sudan,geography,4
the political anatomy of a guideline a collaborative effort to develop the ahcpr sponsored practice guideline on otitis media with effusion,politics,2
evaluation of airway distensibility using paired expiratory and inspiratory volumetric ct scans in patients with copd,medicine,0
my trip to the scandinavian countries denmark finland sweden norway,geography,4
new directions in life course research,sociology,6
meuvret jean le probleme des subsistances a l epoque de louis xiv i la production des cereales dans la france du xviie et du xviiie siecles,sociology,6
regional convergence in the enlarged european union,economics,3
book review the micro politics of the school towards a theory of school organisationthe micro politics of the school towards a theory of school organisationballstephenlondon methuen 1987,politics,2
political chronicles january to june 2014,politics,2
research of law enforcement in fishing in shanghai traffic management,business,5
random talk on the development of advanced communication,business,5
bush opens door to mexican ownership,business,5
ranking agricultural economics departments by ajae page counts a reappraisal,economics,3
capturing clinical reports in a large academic medical center feeding a central patient data repository,medicine,0
providers expectations of ambulatory electronic health records ehrs,medicine,0
social security for farm people,economics,3
gender differences in mail catalog patronage motives,business,5
breaking boundaries in girlhood studies,sociology,6
the planning of technology education for south african schools,economics,3
research on career success based on knowledge economy,psychology,1
fair trade and the consumer,business,5
maersk alibaba tie up no threat to forwarders,business,5
viewing nasa s mars budget with resignation,geography,4
the influence of russian productive service industry lagging development in the transformation process in the post industrial society,business,5
influencing factor analysis of vendor managed inventory based on system dynamics,business,5
environmental economics an elementary introduction,economics,3
literacy instruction for young children with severe speech and physical impairments a systematic review,psychology,1
comparison of cardiopulmonary exercise test with severityin copd according to gold classification,medicine,0
the determinants and impact of property rights land titles on the brazilian frontier,politics,2
no longer a private property the us cross border leasing market has rebounded after a series of negative legal rulings,business,5
to examine the historical evolution of urban spatial planning theory from the point of methodology,geography,4
departies conceptualizing extended youth parties,sociology,6
a political paradox north carolina s twenty five years under jim hunt and jesse helms,politics,2
odds and ends from the 2010 general meeting,business,5
building service brand for difference oriented competition,business,5
robust representation of shape in a grey parrot psittacus erithacus,psychology,1
the spectrum of political engagement mounier benda nizan brasillach sartre,sociology,6
effect of organizational psychological contract violation on managers behavior,business,5
vascular profile of tissue factor expression in response to acid induced injury in mouse lung,medicine,0
a scale model of cation exchange for classroom demonstration,psychology,1
sero anthropology of kinner kanets of kalpa valley himachal pradesh india,geography,4
comparisons of fish faunas in japan and korea part two natural history studies,geography,4
competitive maintenance scheduling and settlement base on bidding in electricity market,medicine,0
mapping landslide susceptibility using satellite data and spatial multicriteria evaluation the case of helwan district cairo,geography,4
preliminary economic analysis of lettuce vacuum cooling system in brazil,economics,3
research on the development of our foreign trade enterprises during financial crisis,business,5
economic impact of an improved date palms production technology package in the united arab emirates,economics,3
books in brief fiction,geography,4
fair division and politics,politics,2
punitive damages o puxao de orelha educativo que faltava ao causador do dano,sociology,6
flight experience with omega,geography,4
policy analysis reaches midlife,politics,2
polyglottism and depression,psychology,1
a case of dyslexia,sociology,6
expansion der weltwirtschaft bleibt moderat,economics,3
late modernism british literature at midcentury,psychology,1
full board and lodging hostels for migrant workers in early postwar melbourne,sociology,6
voyage en orient du roi erik ejegod et sa mort a paphos,geography,4
philip roth s the plot against america the legitimate fear of history and responsibility,sociology,6
the varddhana house of aulikaras,medicine,0
pulmonary function during beta blocker titration in elderly patients with heart failure the cibis eld analysis,medicine,0
possibilities for using lidar and photogrammetric data obtained with an unmanned aerial vehicle for levee monitoring,geography,4
the controversial role of the unesco whl management plans in promoting sustainable tourism development,sociology,6
life story and pictures of hasan riza the martyr painter by suheyl unver,sociology,6
learning in a networked reality new technologies and media and conveying them as an educational opportunity in political and cultural education work,politics,2
developing markets for agrobiodiversity securing livelihoods in dryland areas,economics,3
risk factors for depressive symptoms in late adolescence a longitudinal community study,psychology,1
serum vitamin d levels are inversely correlated with fev1 and fvc in asthma,medicine,0
kameleon na polce jak ochronic oryginalną marke przed naśladowcami,business,5
comparison of gold stage ii and the lower limits of normal for defining chronic obstructive lung disease in canada results from the canadian obstructive lung disease cold study,medicine,0
construction of national clinical research data center of traditional chinese medicine,medicine,0
system design for simultaneous data acquisition from patient monitor and syringe pumps in intensive care unit,medicine,0
the chambers of commerce atlas specially prepared for the times trade and engineering supplement,geography,4
the comparative analysis of international competitiveness on china s service trade,economics,3
toward a place based understanding of business sustainability the role of green competitors and green locales in firms voluntary environmental engagement toward a place based understanding of business sustainability,economics,3
investment strategy on retirement savings an analysis of the experience of fund members,business,5
anger and systematic desensitization a follow up,psychology,1
extension officers as social coordinators comparisons between agricultural and fishing communities in japan,economics,3
the project of autonomy politics within and against capitalism architecture s desire reading the late avant garde utopia s ghost architecture and postmodernism again first works emerging architectural experimentation of the 1960s 1970s,politics,2
a study on methods and points in trademark translation,politics,2
p 1 e 023 longitudinal assessment of presynaptic dopamine function in the striatum a 18 f dopa pet test retest study,psychology,1
the periglacial environment,geography,4
intra industry trade indexes a review,economics,3
cultural community connections and college success an examination of southeast asian american college students,psychology,1
land value research and multicollinearity,economics,3
shadow effect on photovoltaic potentiality analysis using 3d city models,geography,4
development strategy of the northern piedmont of qinling leisure industry belt,economics,3
interdiscursive performance in digital professions the case of youtube tutorials,psychology,1
effective teaching a review of the literature,psychology,1
finding the right personand collegiality,psychology,1
siblings caring roles in families with a child with epilepsy,sociology,6
improving sales predictions with search and social media data,business,5
psychodynamics of resistance to hypnotic induction,psychology,1
trends of the national banking systems and the development of corporate sector in ukraine,business,5
black and official exchange rates in the pacific basin countries an analysis of their long run dynamics,economics,3
6 jurgen mansel wolfgang schweins matthias ulbrich herrmann hrsg zukunftsperspektiven jugendlicher wirtschaftliche und soziale entwicklungen als herausforderung und bedrohung fur die lebensplanung,psychology,1
research needs assessment and priority setting for health economics a mixed method study in iran,economics,3
improving brand performance by altering consumers brand uncertainty,business,5
roberts s child versus childmaker future persons and present duties in ethics and the law,sociology,6
urban environment in european big cities,geography,4
p vidal naquet politics ancient and modern tr janet lloyd oxford polity 1995 pp vi 209 39 50 49 95 0745610803,politics,2
current state and development mode of sports in new rural areas in eastern re gion of hebei province,geography,4
political and humanitarian approaches to limitation of warfare,politics,2
a developmental paradox the dark forces against corporate social responsibility in ghana s extractive industry,economics,3
landesprogramm glucksspielsuchtpravention und beratung spielsuchtiger rheinland pfalz langzeitbetrachtung zur flachendeckenden versorgung pathologischer glucksspieler und internetsuchtiger,psychology,1
a review of developments in industrial relations 1970 1971,economics,3
the spoken word when writing comes at sixty four,sociology,6
augmented reality for safer coronary artery bypass,medicine,0
the disciplinary pyramid and its importance,psychology,1
antwoord aan rene suss,sociology,6
evaluation in the planning progress,economics,3
an empirical study on factors affecting knowledge sharing in organizations strong relationship organizational learning culture developmental feedback organizational commitment and turnover intent,business,5
human injuries and fatalities due to venomous marine snails of the family conidae,medicine,0
study on examination of achievements under inner market environment of coal enterprise,business,5
an island in the virginian sea native americans and irish in english discourse 1585 1640,sociology,6
national identities and attitudes to constitutional change in post devolution uk a four territories comparison,politics,2
equiano the african biography of a self made man,sociology,6
research on model selection of intellectual property financing of small and medium size scientific enterprises,business,5
maria montessori uno sguardo diverso sull infanzia,psychology,1
convocatoria 18 n o 1 2016,sociology,6
role of b lymphocytes in a mouse model of chemical induced asthma,medicine,0
of colonization and pono in hawai i,sociology,6
a comparative study of gao jue fu s and vygotsky s psychological methodologies,sociology,6
human rights in political transitions gettysburg to bosnia carla hesse and robert post eds 1999 new york zone books 344pp isbn 1 890951 01 3 cloth us 40 00 isbn 1 890951 00 5 paper us 19 00,politics,2
land property right discrimination and farmers interest impairment during farmland acquisition a case study from jiangsu province,economics,3
transdyscyplinarne seminarium badan jakościowych,sociology,6
the wider relevance of sports tourism research,sociology,6
review marxism and politics,politics,2
development of criteria for identifying neonatal near miss cases analysis of two who multicountry cross sectional studies,medicine,0
a preliminary investigation of bai yangyuan a local society in shexian county of huizhou,geography,4
leadership styles for employee empowerment malaysian retail industry,business,5
an outline of polish geodetic antarctic expeditions,geography,4
the political economy of cost inflation,politics,2
the australian coal industry,economics,3
facts or values how do parliamentarians and experts see nuclear power,economics,3
derivatif analysis of economic and social aspect of added value minapadi paddy fish integrative farming a case study in the village of sagaracipta ciparay sub district bandung west java province indonesia,geography,4
sweet dreams of freedom freedwomen s reconstruction of life and labor in lowcountry south carolina,sociology,6
the opportunity of the geographer in promoting school geography,geography,4
liquenes epifitos de la fraga de caaveiro la coruna espana ii,geography,4
discrimination of a chronic intestinal mycobacteria infection by exhaled voc analysis in exhaled breath and headspace of feces using differential ion mobility spectrometry dms,medicine,0
an imprisoning gaze practices of gendered racialized and epistemic violence,sociology,6
a novel method for loss reduction in high voltage inverters,medicine,0
by ox team from salt lake to los angeles 1850,geography,4
the economics of biodiversity the evolving agenda,economics,3
what does japanese trade structure tell us about japanese trade policy,economics,3
the influence of harold guetzkow scholarship and values,sociology,6
performance of stochastic weather generators lars wg and aafc wg for reproducing daily extremes of diverse canadian climates,geography,4
performance and efficiency of specific financial markets and instruments in the usa and emerging markets presented papers from the academy of finance 2013 2014,economics,3
cartographic contouring with computer and plotter,geography,4
vascular shut down effect on the microcirculation in photodynamic therapy using zinc coproporphyrin,medicine,0
geomatics research activities in australian universities,geography,4
an efficient polarimetric sar calibration algorithm using corner reflectors,geography,4
no 28551 multilateral,geography,4
a case control comparison of the results of renal transplantation from heart beating and non heart beating donors,medicine,0
thai version of three factor eating questionnaire,psychology,1
the things they have made will live forever the estelle hamilton welsh collection in the f s malan museum university of fort hare,politics,2
financial geography a banker s view by risto laulajainen,economics,3
analysis of the way to rural supporting problem in minority areas of china investigation based on partial minority areas in south central china,business,5
the study in whole blood quality control materials of hematology analyze,medicine,0
the care of the insane,psychology,1
consumers personal values and sales promotion preferences effect on behavioural intention and purchase satisfaction for consumer product,business,5
cambridge theology in the nineteenth century,sociology,6
economic progress of immigrants in sweden from 1970 to 1990 a longitudinal study,politics,2
cracks in the opposition immigration as a wedge issue for the reagan coalition,politics,2
is there convergence in income inequality levels among the european regions,economics,3
alterations in gene and microrna expression in the lung tissue of smokers with chronic obstructive pulmonary disease,medicine,0
detection of glaucoma based on the analysis of cardiovascular signals,medicine,0
street petrol station shops as an alternative to missing local food suppliers contribution to the german discourse on daseinsvorsorge a german view,politics,2
las labores nocturnas hacia una semiologia de las practicas en contextos interculturales poscoloniales,sociology,6
anthropogenic dark earths in the landscapes of upper guinea west africa intentional or inevitable,geography,4
family life education,sociology,6
assessing the benefits of yield management in the hospitality industry in kumasi metropolis of ghana,business,5
geostatistical approach for site suitability mapping of degraded mangrove forest in the mahakam delta indonesia,geography,4
developing a glossary of terms for burden of injury studies,economics,3
efficacy of portable device and importance of treatment of mild or moderate obstructive sleep disordered breathing in patient with cardiovascular disease,medicine,0
on the necessity of guangdong enterprise university institute binding mechanism creation,business,5
economic implications of antibiotic resistance in a global economy,economics,3
ebb and flow ibsen s the lady from the sea and the possibility of feminine discourse,politics,2
the influence of sense of coherence and mindfulness on ptsd symptoms and posttraumatic cognitions in a sample of elderly austrian survivors of world war ii,psychology,1
peter seixas hg theorizing historical consciousness,sociology,6
folklore and the internet vernacular expression in a digital world,sociology,6
brexit or how to be serious after the referendum,sociology,6
review pelton robert young oprvnen zabjet kontraktori ve vlce s terorizmem,sociology,6
exploring social class in outdoor environmental education,economics,3
diagnosis of cerebral vascular accidents and other intracranial complications arising from trauma,psychology,1
introduction and general bibliography,sociology,6
study of economical revenue analysis of well stimulation measures,business,5
transfer pricing restructuring apportionment and other challenges for tax directors,business,5
site selection for a data centre a multi criteria decision making model,politics,2
dimensions of community response to the crime problem,sociology,6
struggle over the borderlands,politics,2
paysage agricole intensif au centre ouest tunisien essai d une gestion integree eco pommoicole a foussana,geography,4
the language of psychiatry,psychology,1
museum politics power plays at the exhibition,politics,2
when dangerous employees cause harm,business,5
foreign exchange controls and the parallel market premium,economics,3
national art and britain made real the london 2012 olympics opening ceremony,politics,2
alabama prospects are encouraging,economics,3
contracting out tread carefully private waters,business,5
practicing ethics and ethical practice the case of anthropologists and military humanitarians,sociology,6
the montfortian bishops and the justification of conciliar government in 1264,politics,2
year of hope 1857 in the colac district book review,sociology,6
social investment putting our money where our mouths are,economics,3
using geography in public policy the case of housing,geography,4
turkiye ormanlarinda cikan yanginlarin siniflandirilmasi ile buyuk yanginlarin cikma ve gelişme nedenleri classification of the forest fires and the causes of occurance and spread of big forest fires in turkey,geography,4
tales of the blf rolling the right,sociology,6
from authoritarian to democratic modelsof post conflict development the indonesian experience,politics,2
resolving the capability rigidity paradox in new product innovation,business,5
a construcao e o uso de sistemas de categorias para avaliar o entendimento dos estudantes,psychology,1
factors influencing the provision of urban transport infrastructure,politics,2
rs gis based study on the response of land use land cover to climate change in the marginal zones of the tengger desert and mu us desert since recent 10 odd years,geography,4
role of pyk2 in delaying apoptosis of human neutrophils in adhesion,medicine,0
a new look at the high school economics texts,economics,3
